"","gene_counts","ave_change_4_to_5_direction_conserved_in_8_of_8"
"1","NOG73167","0.634551215192767"
"2","COG1126","0.307047367523334"
"3","NOG291860","0.0265394618679179"
"4","COG0779","0.178246104518308"
"5","COG0775","0.345927417207211"
"6","NOG78566","0.550888573224132"
"7","NOG47971","0.177177841796541"
"8","NOG133091","0.099393704623043"
"9","bactNOG21155","0.0251511375785293"
"10","bactNOG00930","0.0288206172138968"
"11","COG3638","0.101672089412914"
"12","COG3639","0.132498022554112"
"13","COG2211","0.47301889700567"
"14","COG0741","0.2446145982078"
"15","NOG247168","0.304418440588665"
"16","COG4866","0.496850720504636"
"17","NOG265052","-0.043170706575383"
"18","COG4271","-0.357306558888228"
"19","COG1282","-0.312811395220661"
"20","COG3288","-0.497823241333488"
"21","COG1494","-0.151141704791465"
"22","COG3668","-0.302965756818782"
